"repo_id","commit_sha","number_of_files_changed","total_lines_changed","file_types_changed"
TheAlgorithms/Python,"26ad6891d8bdadc7dd88a2c91cdb28977a7a9dc0",1,22,{'py'}
tensorflow/tensorflow,"797da0e640bb6c68eb7b02adc6a6f725e42e06c0",7,157,"{'cc','h','797da0e640bb6c68eb7b02adc6a6f725e42e06c0_third_party_xla_xla_service_gpu_model_BUILD'}"
vinta/awesome-python,"1b70a45ba020de0e8b1d8d9cf0bbe5dbaaafbf1d",1,2,{'md'}
sindresorhus/awesome,"22310294d148ba1cc130d3d85623a04620947f54",1,1,{'md'}
jwasham/coding-interview-university,"45e2f51b843ea59fc5340b397d6ff12a381d0ac0",1,15,{'md'}
Chalarangelo/30-seconds-of-code,"2cb499ff0c7f650b87809033c66f6b11acaa493d",1,2,{'md'}
electron/electron,"83524adf1792d2dbcf4dc4914b647131bc3c22f0",1,1,{'md'}
massgravel/Microsoft-Activation-Scripts,"6566bb53c12c9d9c3d892f8eb41340366bdf9d5d",1,6,{'gitattributes'}
Genymobile/scrcpy,db9dc6ae836193dcd7883d001fdddbf54cbe9859,1,2,{'md'}
Snailclimb/JavaGuide,c901f230c662c0ed73f4f507b214b07444da3898,1,2,{'md'}
github/gitignore,eb414f229b62f840fbf33b6387305bbe1e5dd2fb,1,6,{'gitignore'}
huggingface/transformers,"51d732709e5ae424e8fb6c4e58b72057a3e413c2",3,224,"{'yml','md'}"
Genymobile/scrcpy,"457c7fe5cfa5165c02d4263cd7d2a41598990d0e",1,6,{'c'}
microsoft/PowerToys,"89c33fae6841dd9c35e62cd6e32e9dfeffe0d67e",1,11,{'cs'}
justjavac/free-programming-books-zh_CN,"61fe35dc7486d5ed99ecd16bf33acc3171e72c0a",1,270,{'md'}
justjavac/free-programming-books-zh_CN,aaa1aa0fd45d0e56954366496300012ed0d5cf87,1,2,{'md'}
vercel/next.js,"2ef787b12ed9e0efd1469506a344e2cbf5c79b17",17,252,"{'rs','d.ts','ts'}"
golang/go,"78e86297f5cccb82a6a57081947fab8e8af32586",1,7,{'go'}
TheAlgorithms/Python,"088c74e84026fcb77b3e3e0c15c83111a6979ae7",1,0,{'py'}
facebook/react,"5717f1933f2e8b10406fde1043c3047cbfbddc82",3,47,{'js'}
vuejs/vue,"895669ffa01f8075a326308caa8ad6a5f69a1919",1,8,{'d.ts'}
awesome-selfhosted/awesome-selfhosted,"94f772728c0c4c7489ef24354197e2defc8840ef",1,1,{'md'}
huggingface/transformers,ab5067e7fd53d2b6676158c353d76ead49bc8415,1,11,{'py'}
axios/axios,cdcfd214c169a1acba8e267ab8e77ff4dfec3105,17,245,"{'md','json','js','js.map','min.js','min.js.map','cjs','cjs.map'}"
facebook/react-native,a6908ad1a5d998505b2bb6ba3e39910fee17329a,1,14,{'d.ts'}
godotengine/godot,"5f2eb6de8cf7361d2b8c4d73e781b82c57caaf8a",1,4,{'cpp'}
microsoft/terminal,b50eaa19e0cfa396d40d2359c1b64e73e2d6af4f,5,197,"{'cpp','h'}"
ryanmcdermott/clean-code-javascript,"2cab77b8e58dce3f6c418595b7ef70adca1a4258",1,4,{'md'}
pytorch/pytorch,"0350c7e72c787c49d09db6d543ab11fba7aec5c8",9,63,"{'cpp','h','rst','py','pyi.in'}"
massgravel/Microsoft-Activation-Scripts,a99acbb02557409e553f2e2c9cb906b8682cfb04,10,160,{'cmd'}
PanJiaChen/vue-element-admin,"33a93a12b4dc6429dbe91f43ef17fb76236f2d6c",2,44,"{'md','zh-CN.md'}"
godotengine/godot,b89c47bb8511433440e5e547afe4459ca3383090,1,13,{'cpp'}
pytorch/pytorch,"206e9d51607f793d26d81698f5f1a3176e7ec33f",1,2,{'206e9d51607f793d26d81698f5f1a3176e7ec33f_third_party_cpp-httplib'}
ryanmcdermott/clean-code-javascript,"597a5107ab57a34f2403e5ff7661a4b95c74d4de",1,29,{'md'}
fastapi/fastapi,"45a40f8b1ce8f1c4ad6fdf0cdae226f886735902",1,85,{'md'}
angular/angular,"194eb11e6272c65def3b4d0486b73d3860e1d6b2",1,2,{'194eb11e6272c65def3b4d0486b73d3860e1d6b2_WORKSPACE'}
excalidraw/excalidraw,cc571c46810452f1ffdff8db40c0a26bcaf4dcde,3,82,"{'github_copilot-instructions.md','gitignore','md'}"
neovim/neovim,f72c13341afb3e2459202d3f6e57cd00614c2ab5,4,90,"{'txt','lua'}"
fastapi/fastapi,cadb7f5c3a085ce1a88795f4a377067b93370b5f,1,1,{'md'}
iptv-org/iptv,"59b30e9fa4457c47d166775e9e7229d34c3066b6",1,139,{'md'}
denoland/deno,"75762194ffcdd2adb24cd347db0ed3e31ca61e49",16,1625,"{'lock','rs','toml'}"
iluwatar/java-design-patterns,"55bef7ca39e4a80565a3e9eed890372e663fa919",1,6,{'xml'}
iluwatar/java-design-patterns,ede37bd05568b1b8b814d8e9a1d2bbd71d9d615d,2,5,"{'all-contributorsrc','md'}"
angular/angular,"3c5ab643e4b49482affa8a05690fe90bf520c44c",1,1,{'golden_symbols.json'}
getify/You-Dont-Know-JS,"7d3a4b7351515fa41c8e3127376dda1ca98514d8",2,3,{'md'}
nvm-sh/nvm,e5521cfd3ca26ae1bc5c7a02ca3d907af4d72e2f,1,2,{'github_workflows_release.yml'}
langgenius/dify,"55371e5abf63ea2bc1cc136dead9cac371b9a3e8",1,67,{'py'}
ryanmcdermott/clean-code-javascript,"5b49d62756ad8ad3a75324a5fa1bc85a5e5ff9a8",1,4,{'md'}
goldbergyoni/nodebestpractices,bcba3803bd9fde4e0211e463d419207b94b0414b,4,131,"{'md','polish.md'}"
nvbn/thefuck,b79e104df88877588386e3e2b20d5aa859649795,2,6,"{'github_workflows_test.yml','ini'}"
krahets/hello-algo,"9997c2822c7c5b81745ebc507eb58000ddf663fe",1,110,{'md'}
n8n-io/n8n,"3f9a271e69c0ab6ec1a4f35f57e736e566877adb",1,3,{'vue'}
mtdvio/every-programmer-should-know,"9d5a2957f0afebdf568b3a28ae1a4bec17f0b38d",1,4,{'md'}
angular/angular,bb88b3f22f0a6852a07113a729240c5dd8e57fde,2,172,{'ts'}
papers-we-love/papers-we-love,"133fd830ab20b123264666c7a472ce89181d4297",1,2,{'md'}
ryanmcdermott/clean-code-javascript,"20563d0e9cb4a5847222485531a47bf3f68cb9c5",1,4,{'md'}
microsoft/generative-ai-for-beginners,b5d7bf1bb387b86423d2a95ba268b9986ff18ab0,2,105,{'json'}
langgenius/dify,"1ea4459d9f741c849324924d7148bf412da3b0cb",6,435,"{'py','en.mdx','ja.mdx','zh.mdx'}"
puppeteer/puppeteer,"646a961982b6180eaaacf95e3cb5433f7ff40a8e",2,4,"{'ts','json'}"
denoland/deno,"01a6379505712be34ebf2cdc874fa7f54a6e9408",8,178,"{'rs','ts'}"
open-webui/open-webui,"036ce12dd94c61f7f8751eb37afa3476c3068679",2,18,"{'md','py'}"
"521xueweihan/HelloGitHub","1c25f09390f4104d4a3d81230bd812603d1a2d57",19,674,{'md'}
microsoft/TypeScript,"7156300cee63147d8ec5c58c80b3fef2ab2aec77",8,1044,"{'ts','baseline'}"
PanJiaChen/vue-element-admin,"8fd08c9167d69e050788b3ac9fbfdbde670a85d6",4,23,"{'es.md','ja.md','md','zh-CN.md'}"
PanJiaChen/vue-element-admin,"9cc3fa732aece1b67a95167cd6bd2a3b1f6ef43e",1,6,{'vue'}
mtdvio/every-programmer-should-know,b9ba6c6e8d1e983db4c5c7b40f56538f1dcdfbe6,1,2,{'md'}
Anduin2017/HowToCook,"8355aeb755ef0b9b73d61360ffdfff65a72ebfcf",3,6,{'md'}
iptv-org/iptv,"4266398bb0252a798c45bbc18f00c8ecd050d580",1,54,{'m3u'}
torvalds/linux,"5c78e793f78732b60276401f75cc1a101f9ad121",1,25,{'h'}
microsoft/vscode,"05edb9ac5410ee1d4118f2be70f019fb68937751",3,279,"{'ts','test.ts'}"
torvalds/linux,a2604f8d43bf414db54c42ca6ea52803ce1c0b2f,4,190,"{'yaml','a2604f8d43bf414db54c42ca6ea52803ce1c0b2f_drivers_i3c_master_Kconfig','c'}"
torvalds/linux,"158f9f2f71523bab787f4fa7a7a1f390524350ca",1,1,{'c'}
tensorflow/tensorflow,"4872e9fbdea4ad6f2b384f4ec6c6a69cfead4d39",2,2,"{'4872e9fbdea4ad6f2b384f4ec6c6a69cfead4d39_third_party_xla_xla_codegen_emitters_BUILD','cc'}"
Significant-Gravitas/AutoGPT,"45578136e3a019e96622e4c8a63e4774431575f0",12,52,"{'md','tsx','spec.ts'}"
trekhleb/javascript-algorithms,"0c054f782aa57f4dbc56975452406b73cba8dc09",1,2,{'ar-AR.md'}
vuejs/vue,"73bdf14ef5c9979dcba18ede3410515cecbe2f2f",5,34,"{'md','json'}"
freeCodeCamp/freeCodeCamp,ae07221ef4bdc7ddf49d58a94a16f4b862729bb2,2,4,{'json'}
trekhleb/javascript-algorithms,"09afeb58d820ae32d6f3ccfa4042981fae4e1a9d",2,27,"{'eslintrc','uk-UA.md'}"
trimstray/the-book-of-secret-knowledge,"12da91205abfe8c7a088241bc05418df0f9e0fc2",1,2,{'md'}
EbookFoundation/free-programming-books,f71c21f0da638b4356ca285f834773c11cab0aa9,1,1,{'github_workflows_stale.yml'}
AUTOMATIC1111/stable-diffusion-webui,"7b99e14ab1324f93dfa78073d662a28aad949fcf",2,4,{'py'}
Significant-Gravitas/AutoGPT,b8ba57262954313c46ca18da6cb1b51054f10d6c,1,6,{'py'}
TheAlgorithms/Python,"4b077c06b623ea20a90e9e5678e38101a4636584",1,103,{'py'}
public-apis/public-apis,"831ff0378fb0ba5a779e6caaa89b73766c59449e",1,17,{'md'}
jwasham/coding-interview-university,"2d7b049f48bc88a7b7fc6668f9d17b249fe971ab",1,6,{'md'}
freeCodeCamp/freeCodeCamp,"89402caa9d50ae3d85ffd973f8bf84c69b577164",14,595,"{'json','ts','test.ts','89402caa9d50ae3d85ffd973f8bf84c69b577164_docker_api_Dockerfile','89402caa9d50ae3d85ffd973f8bf84c69b577164_docker_web_Dockerfile','4.1.patch','8.1.patch','yaml'}"
EbookFoundation/free-programming-books,f55523999bc497c8d3e3603d5b4fd8696ea8caac,1,2,{'md'}
airbnb/javascript,"932951adc2d503d906c85b01179b4e1256c41896",2,11,"{'json','js'}"
trekhleb/javascript-algorithms,bd4990955bdd4f06a37d3baa16b6a7910a8401dc,19,430,"{'ar-AR.md','de-DE.md','es-ES.md','fr-FR.md','he-HE.md','id-ID.md','it-IT.md','ja-JP.md','ko-KR.md','md','pl-PL.md','pt-BR.md','ru-RU.md','tr-TR.md','uk-UA.md','uz-UZ.md','vi-VN.md','zh-CN.md','zh-TW.md'}"
freeCodeCamp/freeCodeCamp,"6772f61c0eb5dd1863c0a173dc8e4575159cf14b",6,127,"{'json','md','js'}"
Snailclimb/JavaGuide,d3bcbd60b2a38504a8722ffda6269aeec71e4e5e,2,3,{'md'}
torvalds/linux,f39f18f3c3531aa802b58a20d39d96e82eb96c14,2,54,"{'h','c'}"
Significant-Gravitas/AutoGPT,"21b4d272cea88fe97e8303a5f7a0b3b96d645a9b",3,15,{'tsx'}
facebook/react,ee76351917106c6146745432a52e9a54a41ee181,2,2,{'ts'}
donnemartin/system-design-primer,e161b2a5164369a8168df422568552fb0643110f,1,2,{'md'}
donnemartin/system-design-primer,"3df19b2e4f3c020a20962960c92808404b9811a3",4,16,{'md'}
freeCodeCamp/freeCodeCamp,"99fce814ec5737451f13cdbebdc32bbf93bb6cb7",1,12,{'md'}
practical-tutorials/project-based-learning,bdf1c16b0f65bd42321b7c0f3016bd2f74d8b8ac,1,1,{'md'}
twbs/bootstrap,"195a80686cae9776300f0d6bf036e4ecef89e0e1",2,8,"{'mdx','png'}"
trimstray/the-book-of-secret-knowledge,"983ce7ec1ef49c6465b096d9568ac395ce3081f5",1,2,{'md'}
sindresorhus/awesome,"74a7800ca6ceb30928ac4cf16452a99f05d883c1",1,1,{'md'}
Chalarangelo/30-seconds-of-code,f90df4d4de73b34d226c4723c9bc413b8eec1cd0,3,120,"{'svg','md'}"
f/awesome-chatgpt-prompts,"8f47993ea4525da929d9908a6a67d2180f492edc",2,14,"{'md','csv'}"
github/gitignore,"6bc658a1c703c9a296cec51bdce92c009867601a",1,1,{'gitignore'}
Snailclimb/JavaGuide,c799c1484dddec9cb4c68662ca5d89b41c5e7205,1,12,{'md'}
Chalarangelo/30-seconds-of-code,a1c5c8a80591f51db8510c938cf682c8b41ee4bd,1,2,{'md'}
Snailclimb/JavaGuide,"7980d032650f7edb265eba66308cdde31ba89b8c",1,1,{'md'}
electron/electron,"5b5f900e34c9ca4ed1ffddbf25a8e7ba9660d976",4,149,"{'md','auto.gni','ts'}"
vercel/next.js,fe72addb2324a3c4e7211a7925444d4fc585068f,1,14,{'js'}
yt-dlp/yt-dlp,f7bbf5a617f9ab54ef51eaef99be36e175b5e9c3,1,24,{'py'}
nodejs/node,"705bcc2a006400f4f31803de0e126a1092e07478",2,8,"{'md','js'}"
kamranahmedse/developer-roadmap,bd53331db74a69e258f259ed081e5c141d409865,2,1215,{'json'}
awesome-selfhosted/awesome-selfhosted,"03584abef87e931140d078061c85fc68bdb51a52",1,2,{'md'}
AUTOMATIC1111/stable-diffusion-webui,c19d04436496ab29ddca4758a792831ae41b31de,95,4023,"{'github_ISSUE_TEMPLATE_bug_report.yml','gitignore','md','yaml','py','js','txt','css','sh','bat'}"
yangshun/tech-interview-handbook,a45315e52b884422615e8743fae524ea34473159,4,46,"{'npmrc','md','yaml'}"
kubernetes/kubernetes,"7f139457c16c90bdcad1d1bc60d598f42ef04c1a",3,182,{'go'}
getify/You-Dont-Know-JS,"5780d366bac282c13d972bc37505e9ccfa4afaf0",1,2,{'md'}
ripienaar/free-for-dev,c51a7385deca91ed482ead273980bc7bd227130c,1,2,{'md'}
flutter/flutter,"36ea2bdeab611e908967b6fa57659998f600a2cb",2,4,"{'36ea2bdeab611e908967b6fa57659998f600a2cb_DEPS','36ea2bdeab611e908967b6fa57659998f600a2cb_engine_src_flutter_ci_licenses_golden_licenses_fuchsia'}"
microsoft/TypeScript,e37ca49c70e683187000352b03da1ee8e24e7655,12,971,"{'ts','json','errors.txt','js','symbols','types'}"
yt-dlp/yt-dlp,d30a49742cfa22e61c47df4ac0e7334d648fb85d,1,11,{'py'}
rust-lang/rust,"335232d958b235c8e695ee67c7fee997917621f1",11,289,"{'rs','md'}"
axios/axios,"63f1fce233009f5db1abf2586c145825ac98c3d7",2,4,"{'d.cts','d.ts'}"
rust-lang/rust,"0884c683ad3fef0b8c02ed7fdf7aa3ee874a7e3d",1,5,{'rs'}
mrdoob/three.js,"723d2dc33c33134803864d7e4f8ea116845a5ddd",3,40,"{'cjs','module.js','module.min.js'}"
mrdoob/three.js,ea4ecb7498443591964aabcd28537f9f0e2cadb8,1,2,{'js'}
kubernetes/kubernetes,"849a82b727b1cc1e77b58149b3cacbfa5ada30fd",3,12,"{'go','yaml'}"
nodejs/node,dd205c98319c32a8eb37e4f959a0f9c0e921e018,1,2,{'dd205c98319c32a8eb37e4f959a0f9c0e921e018_deps_openssl_config_Dockerfile'}
godotengine/godot,"7cc0e6308dfc8989643b6712277626465da9fb1b",1,4,{'cpp'}
tailwindlabs/tailwindcss,"1d4c263c7388d1ec72b813f10d4ae4a9cdbd7459",2,18,"{'md','rs'}"
microsoft/terminal,"36162ae6b110622bfe29770eb2eca5b257e44360",26,1579,{'resw'}
huggingface/transformers,c7f2b79dd853c28e27076686c331a1b702ecd38e,2,6,{'py'}
yangshun/tech-interview-handbook,"93b960924f0159a032732225f2756c431e8e75cc",1,4,{'md'}
labuladong/fucking-algorithm,"44978cd92de9714dda01d7281c342163a62bd4bf",4,16,"{'github_ISSUE_TEMPLATE_algo-visualize-bug.md','github_ISSUE_TEMPLATE_chrome-extension-bug.md','github_ISSUE_TEMPLATE_vscode-extension-bug.md','github_ISSUE_TEMPLATE_website-bug.md'}"
n8n-io/n8n,"5a8899c4c980cbb6276c96199e20cc160c775038",2,78,"{'service.test.ts','service.ts'}"
microsoft/terminal,"3acb3d510b4b1e7511312263cba426bf8eaffa8e",1,85,{'hpp'}
angular/angular,"29e5e045f99c5d4da898b4b10f1dd699ec17a236",1,35,{'ts'}
mtdvio/every-programmer-should-know,"7becc9a56230853cd0394f73ee4679129380cbc0",1,3,{'md'}
PanJiaChen/vue-element-admin,"1bc2e5c1980b2e5131164849f66dd4f03216806d",4,11,"{'es.md','ja.md','md','zh-CN.md'}"
pytorch/pytorch,"515c19a3856e953c0fe23a0ed4fa844f8eea34d8",43,5092,"{'ci_docker_ci_commit_pins_executorch.txt','ci_pytorch_build.sh','txt','toml','py','h','cpp','yaml','bzl'}"
tailwindlabs/tailwindcss,"58a6ad0e283b698e4c1c99254a82e9e4fe60c2f3",2,2,"{'md','txt'}"
facebook/create-react-app,"50d01564dd91ccb21ee83a7500dc1f35ff4b2b3d",3,14,"{'md','json'}"
rustdesk/rustdesk,"4f8f34ec012d2e55aac62f5e8eac123f20b61c29",1,2,{'rs'}
Hack-with-Github/Awesome-Hacking,"0122aa15d0aed43ca5f45343a94064d6f00c9c82",1,1,{'md'}
shadcn-ui/ui,"9ad24d6a16bf780f2ba9000dab4557276faf5ecc",6,165,"{'ts','json','lock','test.ts'}"
nvbn/thefuck,"3f71959b1ba9e8359cc0e42226706a742e82ab8b",1,1,{'py'}
ant-design/ant-design,"37dd4449a6f7d28dc15d3225562cfd6cb883a552",4,414,"{'dumi_scripts_mirror-modal.js','dumi_scripts_mirror-notify.js','dumi_theme_layouts_GlobalLayout.tsx','dumirc.ts'}"
rust-lang/rust,fec5c8fd7ce68c551b3c3b6c1d43a7e503a09749,3,25,{'rs'}
denoland/deno,"32234e88154fec145fffe90de8215aa128136b79",5,62,"{'ts','jsonc','md','js'}"
ohmyzsh/ohmyzsh,"0354add542b6d769dbe39e10eb0caa0a11b2b716",1,4,{'zsh-theme'}
microsoft/Web-Dev-For-Beginners,"496c625a20c6dec4537c122655ed2eda23dcf525",2,99,{'json'}
ripienaar/free-for-dev,"02150d11f88c4cb1bb625bc64d6f3c15f98133d0",1,1,{'md'}
excalidraw/excalidraw,"27522110df0207506b25a84fe8b421eb65593d59",1,4,{'tsx'}
django/django,b8e5a8a9a2a767f584cbe89a878a42363706f939,3,31,"{'py','2.2.txt'}"
godotengine/godot,a872e1bd3e9ba8ed2d1b111487067e8494e8aefb,1,4,{'cpp'}
supabase/supabase,a61a39ff15d8d82b8d97badaf1bfcd5a3a4f0ed9,2,34,"{'constants.ts','mdx'}"
nvbn/thefuck,"2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e",7,77,"{'github_workflows_test.yml','2cadcca9043e6ae3ddf0b4cb9ddd9caa0c668f1e_tests_Dockerfile','py'}"
facebook/create-react-app,"7510aa602c8fb9eec8785bca0a7497c2006b7fdb",1,13,{'test.js'}
ant-design/ant-design,c5f2c3df280087e29afb7482d15cfba58d77162e,3,205,"{'ts','test.tsx','tsx'}"
ryanmcdermott/clean-code-javascript,da76556c9728b170e8e3086304ef7921c5efe263,1,1,{'md'}
Anduin2017/HowToCook,"906c1c16e58d3f134953002968955cf5085911a7",3,4,{'md'}
twbs/bootstrap,"6b53c4464a035cdd27eaa33594dc80668d775975",1,835,{'json'}
supabase/supabase,f2026667908c00f3c8f66a434d9bf56e0aceefe8,1,1,{'tsx'}
codecrafters-io/build-your-own-x,a360c7a8da41c12ca931200f5b3fcd37c35e56e0,1,1,{'md'}
microsoft/vscode,"0011ac839d0ed45d21407837a9768a800301cd9f",2,14,{'ts'}
microsoft/vscode,"1034c129406fcea5cc4502fd93a8d8616571560a",5,280,{'ts'}
practical-tutorials/project-based-learning,c4207f5081b9ba4eeb89206c7ab25d7067357b0d,1,18,{'md'}
CyC2018/CS-Notes,"05998c5e4078cbbe63c2c291916d117ea5f01c75",1,4,{'md'}
CyC2018/CS-Notes,"7f7e3e2b1ff9dbcf45c97d1187efcc67117119f8",1,0,{'png'}
facebook/react,bfaeb4a46175fa0f4edf2eba58349d5029e5e86e,1,2,{'js'}
TheAlgorithms/Python,f721e598e5677ed368b7dbd119092eb409ab2fb0,1,3,{'py'}
freeCodeCamp/freeCodeCamp,"8ad25f7e0fcda3ebe44231f7d80c0d7488cf34d7",1,20,{'md'}
donnemartin/system-design-primer,"79364dbbdcc305cf411719d0ea53345b5048d53c",1,2,{'md'}
jwasham/coding-interview-university,"8d572ad4c7e316b9c9a9daa6a65d016fb0f27172",1,65,{'md'}
ossu/computer-science,d630e8684aeef7598ec8fc733c60ea9ccd2c7850,11,66,"{'md','yml','html','png','ico','svg','webp'}"
donnemartin/system-design-primer,"9107b8a1a7d37d8ddb2ef8521143c1939d596f1a",4,8,{'md'}
practical-tutorials/project-based-learning,"21d7c30ee9b775e65ff40144c98f23b7643ac055",1,1,{'md'}
facebook/react,c0464aedb16b1c970d717651bba8d1c66c578729,2,17,{'js'}
donnemartin/system-design-primer,b02784ffeb2846d6b0418003b7529e68dfb69fd9,4,54,{'md'}
EbookFoundation/free-programming-books,e056479b05b01795e3b44067fbbb1f7f3b41b9e3,1,1,{'md'}
vinta/awesome-python,"253a6004aa307bcaca65d50cd0924bd2cc122b80",1,20,{'md'}
jwasham/coding-interview-university,"6f9e1db97ec9a8d1ef1ef47c3046f797e6120447",1,23,{'md'}
ossu/computer-science,"0d85cfafc06d1816884b0daae45be8ca87949b90",1,2,{'md'}
ytdl-org/youtube-dl,a084c80f7bac9ae343075a97cc0fb2c1c96ade89,1,3,{'py'}
"996icu/996.ICU","114090da4cfc98539e3b7d468f315558105c6d14",1,4,{'md'}
trimstray/the-book-of-secret-knowledge,"1ea2c2f84a3b1216ed27e69cef64c67e7a5eff45",1,11,{'md'}
public-apis/public-apis,f3bb109a1a3743da9eaac50033b4a24b28809b11,2,595,{'md'}
Snailclimb/JavaGuide,"0032d1deb2ed6d398de6a2c2c0076eb304e388fe",1,2,{'md'}
Snailclimb/JavaGuide,"3564400091572f12904435512ed32ae643f5424d",1,6,{'md'}
vinta/awesome-python,"5b283d6fde6ed668fc99a492d7b3ad08ed225259",1,16,{'md'}
sindresorhus/awesome,f4a2c36f1fe1b9d5a0784de816b749e2f6e01add,1,14,{'md'}
f/awesome-chatgpt-prompts,"1c5860d52fedd8aec3e302b1281ed80c5ada2593",1,1,{'csv'}
public-apis/public-apis,"274ecf0e19e8da03197bdda8f2c5be307ad6aa69",1,102,{'md'}
ollama/ollama,aea6fb9b5862932ea4622e854be9ddae8c320658,1,12,{'go'}
github/gitignore,db90803202c3d603bcbc81157873d1b1627576a2,1,1,{'gitignore'}
electron/electron,"46921d36524dd15c566faa0034c57518a3ea067b",1,5,{'md'}
electron/electron,"3a32f257502cc951d81cc1bdc59d9a22427a0604",1,137,{'github_workflows_audit-branch-ci.yml'}
electron/electron,c84e8c6c223b040ce9b10e0fd927af5d8446821e,4,19,"{'md','cc','ts'}"
Genymobile/scrcpy,"245981281e99662aa77e53259a0864ead39ff438",1,31,{'java'}
microsoft/PowerToys,c9922302e56eabfbf7818169b61528771c218210,7,126,"{'xaml','xaml.cpp','resw','h','cpp'}"
Genymobile/scrcpy,e0f37f834bb2e9371c0ca893757b60eb36e759af,6,42,"{'md','sh'}"
electron/electron,f89c2a0ef4eb8aeaaf652517c46b8c2a6ac1caea,2,29,"{'cc','h'}"
labuladong/fucking-algorithm,b07478ffa4eb178f2dc9e3b995e57d084cbcd7ec,6,0,"{'github_ISSUE_TEMPLATE_01-algo-website-bug.md','github_ISSUE_TEMPLATE_02-algo-visualize-bug.md','github_ISSUE_TEMPLATE_03-chrome-extension-bug.md','github_ISSUE_TEMPLATE_04-vscode-extension-bug.md','github_ISSUE_TEMPLATE_05-jetbrain-plugin-bug.md','github_ISSUE_TEMPLATE_06-suggestion.md'}"
microsoft/PowerToys,"498ef676f41990d4ec40b25727b2ad06986cca8d",1,70,{'cpp'}
massgravel/Microsoft-Activation-Scripts,"9f244ddc179b3fd3479aebec58cbc26c1bebb78a",4,12,{'cmd'}
ripienaar/free-for-dev,"45503bf4667f892c868c53130d7af3b774800390",1,4,{'md'}
massgravel/Microsoft-Activation-Scripts,be867f6616e7408342c00346bcee49268b966778,10,70,{'cmd'}
kubernetes/kubernetes,"2aa7ef3d273aa7a4c5597ac103ef74245145c2be",1,15,{'io_dynamic-resource-allocation_structured_allocator.go'}
axios/axios,"987d2e2dd3b362757550f36eab875e60640b6ddc",1,2,{'js'}
justjavac/free-programming-books-zh_CN,"7a4745cfd252fb120f1eeb70f106e7a792a4f6a8",1,2,{'md'}
golang/go,"7b4d065267aec8f899a5c5423c1ac501d31807cc",3,49,{'go'}
justjavac/free-programming-books-zh_CN,"26ee90531bc0271bf32e22f3934359e2a84a21e6",1,7,{'md'}
rust-lang/rust,fc32992a00b1a261dfe12eed2bbd9dc91cab41b5,1,5,{'rs'}
facebook/react-native,cb6d388603f21671e65bd2a69b7c331ce29ebd13,1,10,{'swift'}
n8n-io/n8n,f755af8d3ea2df17638ba3f04d9e4fa682d5e89a,1,8,{'ts'}
n8n-io/n8n,"096806af154dfb3be8c4724cb054beba4b777792",2,12,"{'service.test.ts','repository.ts'}"
pytorch/pytorch,"2b2245d5db4ecc2a45de70d3e7496e3ea792195a",1,11,{'cpp'}
electron/electron,"14b3183eb584611723d4a2160dd13fd7a0e94ceb",2,25,"{'github_problem-matchers_eslint-stylish.json','github_workflows_pipeline-electron-lint.yml'}"
tailwindlabs/tailwindcss,"9cb38993d2e68cd98b458ebd8c863e87bf7ce5ae",8,109,"{'md','ts','test.ts','test.ts.snap'}"
fatedier/frp,"75edea33707f1c3be91b4593e3cc55ab878d58d8",2,11,"{'md','go'}"
django/django,f603ece016352834829c84c157cc6dbf93c8d8d5,1,2,{'0.txt'}
microsoft/terminal,"59590fc6657ece06ef7d2006f5fd5907b1ba1828",1,7,{'cpp'}
iptv-org/iptv,"5f71e005dcaa77e7cb028002d494e50ec4effbf3",20,69,{'m3u'}
PanJiaChen/vue-element-admin,"0caa975ee224074c77540107b1fe076081cdf306",2,4,"{'md','zh-CN.md'}"
excalidraw/excalidraw,"5921ebc416bcd52af8a39e81b4198a34006de2c8",3,24,"{'test.tsx','tsx'}"
django/django,"1a744343999c9646912cee76ba0a2fa6ef5e6240",4,21,"{'2.22.txt','1.10.txt','2.2.txt','txt'}"
mui/material-ui,"4dac6677c5a1af1ba3c5eb20bd30bf2fa0beaf4f",2,17,"{'test.js','ts'}"
langgenius/dify,b4b59148dc6602b7e48ee0be7177716688297eb1,1,4,{'py'}
bitcoin/bitcoin,"83df64d7491b8271f7dfa2aea30f055102e3ff39",1,3,{'cpp'}
nvm-sh/nvm,df9ac58f8b73f7cdddad67396f1992acb0706b02,3,19,"{'sh','df9ac58f8b73f7cdddad67396f1992acb0706b02_test_slow_nvm reinstall-packages_should work as expected','df9ac58f8b73f7cdddad67396f1992acb0706b02_test_slow_nvm reinstall-packages_works with no installs'}"
rustdesk/rustdesk,f919f297acae5768998c6dac30b69074738be8e5,1,7,{'rs'}
rustdesk/rustdesk,ec0456e606c1127da1491f6e0e43cba345e6117d,1,15,{'dart'}
langchain-ai/langchain,"5b9394319b1b83991746cba0dc0477123fc02a6a",2,6,{'ipynb'}
godotengine/godot,eb72ce2db4b67acbc77548e5a5a7f61af657660b,2,31,"{'eb72ce2db4b67acbc77548e5a5a7f61af657660b_SConstruct','eb72ce2db4b67acbc77548e5a5a7f61af657660b_modules_raycast_SCsub'}"
denoland/deno,"2cab60f90d7136fde238cab5d407d5edf162e1bc",1,8,{'css'}
goldbergyoni/nodebestpractices,d330711f12ca7e1cb80c91ff5064c1a10ab851c9,1,6,{'md'}
